season,slot,team,teamId,plateAppearances,atBats,runs,hits,doubles,triples,homeRuns,baseOnBalls,intentionalWalks,hitByPitch,strikeOuts,sacBunts,sacFlies,stolenBases,caughtStealing,totalBases,rbi,avg,obp,slg,ops,babip
2022,3,Atlanta Braves,144,712,634,,151,28,2,36,57,1,17,187,0,4,,,291,92,.238,.316,.459,.775,.277
2022,3,Colorado Rockies,115,712,652,,154,25,3,19,49,3,5,163,0,5,,,242,79,.236,.293,.371,.664,.284
2022,3,Seattle Mariners,136,714,630,,146,25,0,19,73,1,6,156,0,5,,,228,69,.232,.315,.362,.677,.276
2022,3,Pittsburgh Pirates,134,697,638,,146,28,5,20,51,2,5,189,0,3,,,244,69,.229,.290,.382,.672,.292
2022,3,Miami Marlins,146,700,625,,137,33,2,21,58,2,8,174,0,6,,,237,71,.219,.291,.379,.670,.266
2022,3,Milwaukee Brewers,158,719,624,,132,25,2,33,82,5,8,150,0,5,,,260,98,.212,.309,.417,.726,.222
2022,3,San Francisco Giants,137,713,620,,119,24,1,18,78,2,9,168,1,5,,,199,54,.192,.289,.321,.610,.230
2022,4,Chicago White Sox,145,701,620,,187,37,0,21,68,2,8,129,0,5,,,287,80,.302,.375,.463,.838,.349
2022,4,Houston Astros,117,688,596,,175,37,2,36,74,5,10,90,0,6,,,324,117,.294,.378,.544,.922,.292
2022,4,Boston Red Sox,111,704,629,,175,50,1,16,57,3,10,148,0,8,,,275,82,.278,.344,.437,.781,.336
2022,4,Colorado Rockies,115,694,629,,173,29,6,31,51,3,8,156,0,6,,,307,113,.275,.334,.488,.822,.317
2022,4,St. Louis Cardinals,138,707,633,,173,43,2,31,59,3,9,102,0,6,,,313,110,.273,.341,.494,.835,.281
2022,4,Chicago Cubs,112,695,626,,168,41,0,18,56,4,9,172,0,4,,,263,83,.268,.335,.420,.755,.341
2022,4,New York Mets,121,703,609,,162,27,0,41,70,16,14,134,0,10,,,312,138,.266,.350,.512,.862,.273
2022,4,Washington Nationals,120,691,607,,161,28,2,17,68,3,7,152,0,7,,,244,88,.265,.343,.402,.745,.324
2022,4,Atlanta Braves,144,692,628,,166,42,0,34,52,5,7,151,0,5,,,310,94,.264,.325,.494,.819,.295
2022,4,Milwaukee Brewers,158,697,627,,164,37,0,27,56,2,7,144,1,6,,,282,90,.262,.326,.450,.776,.297
2022,4,Philadelphia Phillies,143,695,635,,166,37,4,29,50,2,7,166,0,3,,,298,91,.261,.321,.469,.790,.309
2022,4,San Francisco Giants,137,694,613,,160,32,0,25,64,3,13,167,0,4,,,267,94,.261,.341,.436,.777,.318
2022,4,Los Angeles Angels,108,682,612,,156,28,3,21,58,1,7,147,0,5,,,253,74,.255,.324,.413,.737,.301
2022,4,Minnesota Twins,142,696,604,,151,26,2,11,72,0,12,135,0,8,,,214,66,.250,.338,.354,.692,.300
2022,4,Texas Rangers,140,687,630,,156,41,5,16,49,1,4,178,0,4,,,255,83,.248,.304,.405,.709,.318
2022,4,Tampa Bay Rays,139,690,619,,153,30,3,16,54,1,13,150,0,4,,,237,93,.247,.319,.383,.702,.300
2022,4,Detroit Tigers,116,671,617,,152,27,0,17,46,2,2,150,0,6,,,230,76,.246,.298,.373,.671,.296
2022,4,Toronto Blue Jays,141,702,620,,152,37,1,17,68,1,8,145,0,6,,,242,80,.245,.325,.390,.715,.291
2022,4,Seattle Mariners,136,695,604,,145,25,2,32,79,2,6,164,0,6,,,270,93,.240,.331,.447,.778,.273
2022,4,Arizona Diamondbacks,109,691,604,,145,27,2,36,72,2,8,138,0,7,,,284,95,.240,.326,.470,.796,.249
2022,4,Baltimore Orioles,110,692,627,,150,34,1,23,48,1,8,163,1,7,,,255,99,.239,.299,.407,.706,.283
2022,4,Cleveland Guardians,114,709,653,,151,34,0,28,39,3,9,163,0,8,,,269,95,.231,.281,.412,.693,.262
2022,4,Cincinnati Reds,113,684,597,,136,34,1,22,68,2,18,166,0,1,,,238,70,.228,.325,.399,.724,.278
2022,4,New York Yankees,147,706,633,,142,22,0,32,59,3,5,195,0,8,,,260,90,.224,.292,.411,.703,.266
2022,4,Los Angeles Dodgers,119,713,608,,132,29,2,23,89,4,9,154,0,7,,,234,94,.217,.323,.385,.708,.249
2022,4,Kansas City Royals,118,687,620,,133,21,5,22,54,0,8,155,0,5,,,230,71,.215,.284,.371,.655,.248
2022,4,Oakland Athletics,133,679,609,,129,31,2,21,56,0,8,176,1,4,,,227,83,.212,.285,.373,.658,.260
2022,4,San Diego Padres,135,704,624,,129,31,0,16,68,2,4,180,0,7,,,208,84,.207,.286,.333,.619,.260
2022,4,Pittsburgh Pirates,134,672,585,,117,20,3,15,79,1,0,176,0,8,,,188,85,.200,.292,.321,.613,.254
2022,4,Miami Marlins,146,682,615,,120,24,1,15,56,1,5,182,0,3,,,191,65,.195,.267,.311,.578,.249
2022,5,Cleveland Guardians,114,691,620,,167,37,2,16,44,3,19,137,1,7,,,256,89,.269,.333,.413,.746,.319
2022,5,Cincinnati Reds,113,662,593,,158,31,3,16,52,1,12,147,0,5,,,243,82,.266,.335,.410,.745,.326
2022,5,Boston Red Sox,111,685,621,,163,36,0,18,54,3,5,134,0,5,,,253,93,.262,.324,.407,.731,.306
2022,5,St. Louis Cardinals,138,688,616,,161,27,0,21,57,1,8,145,0,7,,,251,78,.261,.328,.407,.735,.306
2022,5,Arizona Diamondbacks,109,674,603,,156,40,1,20,51,3,8,152,2,7,,,258,78,.259,.321,.428,.749,.311
2022,5,Tampa Bay Rays,139,674,611,,156,28,3,20,55,4,3,141,0,5,,,250,88,.255,.318,.409,.727,.299
2022,5,Colorado Rockies,115,680,625,,159,37,3,18,48,0,5,170,0,2,,,256,78,.254,.312,.410,.722,.321
2022,5,Milwaukee Brewers,158,680,601,,149,31,3,30,69,3,7,166,0,3,,,276,88,.248,.331,.459,.790,.292
2022,5,Atlanta Braves,144,677,606,,149,33,3,24,55,1,10,158,0,6,,,260,84,.246,.316,.429,.745,.291
2022,5,Los Angeles Dodgers,119,701,612,,150,37,1,23,75,3,9,172,0,5,,,258,101,.245,.334,.422,.756,.301
2022,5,Philadelphia Phillies,143,685,621,,152,32,2,19,52,4,5,142,0,7,,,245,82,.245,.305,.395,.700,.285
2022,5,Washington Nationals,120,669,619,,151,30,1,17,38,0,5,137,1,5,,,234,81,.244,.291,.378,.669,.285
2022,5,San Francisco Giants,137,677,595,,145,27,1,25,61,3,13,151,1,7,,,249,92,.244,.324,.418,.742,.282
2022,5,Toronto Blue Jays,141,680,620,,151,34,0,28,52,0,7,170,0,1,,,269,85,.244,.309,.434,.743,.291
2022,5,Minnesota Twins,142,682,614,,148,29,4,22,53,0,5,163,1,9,,,251,94,.241,.302,.409,.711,.288
2022,5,Los Angeles Angels,108,669,607,,146,32,3,15,54,2,5,174,0,3,,,229,70,.241,.306,.377,.683,.311
2022,5,Miami Marlins,146,670,607,,145,26,3,19,47,1,10,162,0,5,,,234,62,.239,.302,.386,.688,.292
2022,5,New York Yankees,147,677,604,,144,25,0,26,67,0,5,163,0,1,,,247,85,.238,.319,.409,.728,.284
2022,5,San Diego Padres,135,685,609,,145,29,1,17,66,4,6,147,0,4,,,227,89,.238,.317,.373,.690,.285
2022,5,Seattle Mariners,136,683,601,,140,24,1,26,66,0,9,182,0,7,,,244,85,.233,.315,.406,.721,.285
2022,5,Chicago Cubs,112,684,626,,145,30,4,22,52,2,3,149,1,2,,,249,81,.232,.293,.398,.691,.269
2022,5,Houston Astros,117,671,609,,139,32,1,25,53,1,4,91,0,4,,,248,102,.228,.293,.407,.700,.229
2022,5,Pittsburgh Pirates,134,657,592,,134,23,1,21,53,2,6,160,2,4,,,222,56,.226,.295,.375,.670,.272
2022,5,Detroit Tigers,116,657,607,,134,34,1,8,35,0,8,158,1,6,,,194,53,.221,.270,.320,.590,.282
2022,5,Baltimore Orioles,110,670,607,,133,27,2,16,51,2,3,160,0,8,,,212,56,.219,.280,.349,.629,.267
2022,5,Chicago White Sox,145,686,621,,136,21,2,26,56,2,4,158,0,5,,,239,98,.219,.286,.385,.671,.249
2022,5,New York Mets,121,691,600,,129,36,1,13,80,2,5,153,0,6,,,206,70,.215,.310,.343,.653,.264
2022,5,Texas Rangers,140,670,607,,130,21,3,22,55,0,5,175,0,3,,,223,79,.214,.284,.367,.651,.262
2022,5,Kansas City Royals,118,673,592,,123,26,2,10,69,3,6,140,1,5,,,183,49,.208,.295,.309,.604,.253
2022,5,Oakland Athletics,133,661,596,,119,28,3,22,51,2,9,169,1,3,,,219,84,.200,.272,.367,.639,.238
2022,6,Toronto Blue Jays,141,666,608,,178,46,0,23,51,3,3,135,1,3,,,293,79,.293,.349,.482,.831,.342
2022,6,Cleveland Guardians,114,673,609,,169,37,3,13,50,6,11,141,1,2,,,251,63,.278,.342,.412,.754,.341
2022,6,Philadelphia Phillies,143,662,603,,159,26,5,20,49,0,4,130,1,5,,,255,78,.264,.321,.423,.744,.303
2022,6,New York Mets,121,671,603,,157,29,2,18,47,0,15,133,0,6,,,244,70,.260,.326,.405,.731,.303
2022,6,San Diego Padres,135,669,604,,156,25,1,21,54,3,6,142,1,4,,,246,73,.258,.323,.407,.730,.303
2022,6,Texas Rangers,140,653,599,,153,29,2,21,44,2,5,162,1,4,,,249,63,.255,.310,.416,.726,.314
2022,6,Washington Nationals,120,654,594,,151,30,2,11,46,1,7,126,1,6,,,218,49,.254,.312,.367,.679,.302
2022,6,Colorado Rockies,115,662,603,,152,39,2,11,50,1,8,148,0,1,,,228,65,.252,.317,.378,.695,.317
2022,6,San Francisco Giants,137,663,592,,149,31,3,19,62,1,7,150,0,2,,,243,72,.252,.329,.410,.739,.306
2022,6,Atlanta Braves,144,663,606,,152,30,1,22,50,1,6,172,0,1,,,250,74,.251,.314,.413,.727,.315
2022,6,Minnesota Twins,142,661,595,,149,38,3,23,50,4,9,167,0,7,,,262,98,.250,.315,.440,.755,.306
2022,6,St. Louis Cardinals,138,667,592,,146,30,6,20,60,3,8,137,1,6,,,248,79,.247,.321,.419,.740,.286
2022,6,Baltimore Orioles,110,655,600,,146,33,4,17,42,0,8,152,2,3,,,238,56,.243,.300,.397,.697,.297
2022,6,Boston Red Sox,111,671,595,,142,33,0,23,63,5,5,157,1,6,,,244,86,.239,.314,.410,.724,.283
2022,6,Houston Astros,117,657,607,,144,38,0,22,44,1,2,130,0,4,,,248,81,.237,.289,.409,.698,.266
2022,6,Chicago Cubs,112,660,586,,139,27,2,16,56,3,8,137,2,8,,,218,65,.237,.309,.372,.681,.279
2022,6,Chicago White Sox,145,667,618,,146,25,2,14,38,1,8,159,0,3,,,217,68,.236,.288,.351,.639,.295
2022,6,Miami Marlins,146,649,597,,138,34,2,13,42,1,6,170,0,4,,,215,53,.231,.287,.360,.647,.299
2022,6,Kansas City Royals,118,659,598,,137,29,3,20,49,0,6,179,1,5,,,232,68,.229,.292,.388,.680,.290
2022,6,Arizona Diamondbacks,109,659,577,,131,25,5,15,67,2,9,148,1,5,,,211,66,.227,.315,.366,.681,.277
2022,6,Oakland Athletics,133,634,572,,128,34,1,21,50,1,5,151,2,5,,,227,66,.224,.290,.397,.687,.264
2022,6,Los Angeles Dodgers,119,683,600,,133,38,3,18,70,0,6,173,0,7,,,231,85,.222,.306,.385,.691,.276
2022,6,Tampa Bay Rays,139,661,597,,130,33,1,23,55,0,6,174,1,2,,,234,79,.218,.289,.392,.681,.266
2022,6,Milwaukee Brewers,158,667,590,,128,23,2,27,63,3,8,187,2,4,,,236,77,.217,.299,.400,.699,.266
2022,6,Cincinnati Reds,113,650,583,,125,28,0,13,50,0,9,153,1,3,,,192,63,.214,.285,.329,.614,.267
2022,6,Pittsburgh Pirates,134,644,578,,123,23,5,18,58,1,4,163,0,4,,,210,54,.213,.287,.363,.650,.262
2022,6,New York Yankees,147,663,581,,123,22,3,24,71,1,6,160,3,2,,,223,75,.212,.303,.384,.687,.248
2022,6,Seattle Mariners,136,671,582,,116,23,3,20,71,2,8,150,2,8,,,205,61,.199,.291,.352,.643,.229
2022,6,Detroit Tigers,116,626,570,,112,24,1,14,40,2,11,162,1,4,,,180,45,.196,.261,.316,.577,.246
2022,6,Los Angeles Angels,108,654,602,,110,17,2,14,41,2,8,194,1,1,,,173,50,.183,.244,.287,.531,.243
2022,7,Philadelphia Phillies,143,644,584,,154,24,3,6,43,1,11,128,0,6,,,202,53,.264,.323,.346,.669,.325
2022,7,Boston Red Sox,111,650,592,,155,37,4,19,47,1,3,174,4,4,,,257,79,.262,.317,.434,.751,.337
2022,7,Toronto Blue Jays,141,649,569,,148,27,2,20,66,2,7,134,1,5,,,239,79,.260,.342,.420,.762,.305
2022,7,New York Mets,121,659,594,,154,29,4,13,46,1,15,135,1,3,,,230,66,.259,.327,.387,.714,.314
2022,7,Cincinnati Reds,113,627,571,,143,20,3,19,44,1,7,141,2,3,,,226,73,.250,.310,.396,.706,.300
2022,7,San Francisco Giants,137,645,570,,142,29,3,15,54,2,11,143,1,9,,,222,72,.249,.321,.389,.710,.302
2022,7,Oakland Athletics,133,619,562,,139,29,3,16,46,1,5,155,1,5,,,222,64,.247,.307,.395,.702,.311
2022,7,Milwaukee Brewers,158,647,562,,139,35,2,19,65,2,17,144,1,2,,,235,63,.247,.342,.418,.760,.299
2022,7,Washington Nationals,120,632,593,,146,30,3,13,28,0,5,134,1,5,,,221,67,.246,.284,.373,.657,.295
2022,7,Colorado Rockies,115,646,586,,143,25,7,13,49,0,4,139,0,7,,,221,68,.244,.303,.377,.680,.295
2022,7,St. Louis Cardinals,138,649,588,,143,34,1,22,50,1,7,159,0,4,,,245,78,.243,.308,.417,.725,.294
2022,7,Minnesota Twins,142,644,587,,140,34,2,19,48,2,7,162,0,2,,,235,72,.239,.303,.400,.703,.297
2022,7,Baltimore Orioles,110,635,565,,134,30,1,21,55,2,7,148,2,6,,,229,79,.237,.310,.405,.715,.281
2022,7,New York Yankees,147,652,593,,140,24,1,16,53,3,3,147,0,3,,,214,66,.236,.301,.361,.662,.286
2022,7,San Diego Padres,135,658,587,,138,23,2,12,55,2,7,141,1,8,,,201,67,.235,.304,.342,.646,.285
2022,7,Detroit Tigers,116,609,555,,130,24,5,18,37,0,10,129,1,6,,,218,50,.234,.291,.393,.684,.271
2022,7,Houston Astros,117,643,579,,135,21,2,18,53,1,8,147,0,3,,,214,66,.233,.305,.370,.675,.281
2022,7,Kansas City Royals,118,632,573,,133,26,6,12,47,0,7,159,3,2,,,207,56,.232,.297,.361,.658,.300
2022,7,Chicago White Sox,145,647,594,,137,32,0,8,43,1,7,144,1,2,,,193,53,.231,.289,.325,.614,.291
2022,7,Chicago Cubs,112,647,586,,135,31,6,9,51,4,5,163,1,4,,,205,49,.230,.296,.350,.646,.301
2022,7,Los Angeles Dodgers,119,663,596,,137,32,4,20,56,0,6,189,0,5,,,237,72,.230,.300,.398,.698,.298
2022,7,Cleveland Guardians,114,654,591,,135,24,1,9,45,1,9,130,3,6,,,188,62,.228,.290,.318,.608,.275
2022,7,Atlanta Braves,144,641,598,,134,32,0,24,36,1,3,181,0,4,,,238,72,.224,.270,.398,.668,.277
2022,7,Texas Rangers,140,638,583,,130,19,1,26,46,0,7,195,1,1,,,229,76,.223,.287,.393,.680,.287
2022,7,Miami Marlins,146,624,570,,125,28,1,13,42,0,7,139,0,5,,,194,56,.219,.279,.340,.619,.265
2022,7,Tampa Bay Rays,139,632,578,,121,31,0,15,52,1,0,171,0,2,,,197,53,.209,.274,.341,.615,.269
2022,7,Arizona Diamondbacks,109,638,565,,117,22,3,14,60,0,5,133,3,4,,,187,61,.207,.287,.331,.618,.244
2022,7,Pittsburgh Pirates,134,621,561,,116,25,2,18,49,1,6,175,2,3,,,199,59,.207,.276,.355,.631,.264
2022,7,Seattle Mariners,136,648,579,,112,18,4,16,49,1,12,153,2,5,,,186,53,.193,.268,.321,.589,.231
2022,7,Los Angeles Angels,108,629,579,,111,17,2,14,41,1,1,178,6,2,,,174,50,.192,.246,.301,.547,.249
2022,8,Toronto Blue Jays,141,632,574,,169,34,1,18,47,2,5,108,3,2,,,259,94,.294,.352,.451,.803,.336
2022,8,Kansas City Royals,118,613,556,,158,24,7,17,44,0,3,131,6,3,,,247,74,.284,.338,.444,.782,.343
2022,8,New York Mets,121,631,569,,152,28,3,16,48,4,8,121,1,4,,,234,76,.267,.331,.411,.742,.312
2022,8,Colorado Rockies,115,625,571,,149,33,1,14,44,1,6,132,2,2,,,226,69,.261,.319,.396,.715,.316
2022,8,Atlanta Braves,144,619,561,,143,33,2,28,51,1,3,136,1,3,,,264,76,.255,.319,.471,.790,.288
2022,8,New York Yankees,147,632,577,,146,19,1,16,36,2,9,114,3,7,,,215,65,.253,.304,.373,.677,.286
2022,8,Chicago White Sox,145,627,573,,142,23,1,11,31,0,12,130,6,5,,,200,51,.248,.298,.349,.647,.300
2022,8,San Diego Padres,135,632,556,,137,32,3,14,52,1,11,138,4,9,,,217,74,.246,.318,.390,.708,.298
2022,8,Cincinnati Reds,113,612,556,,137,28,1,12,43,0,7,171,0,4,,,203,62,.246,.307,.365,.672,.332
2022,8,Washington Nationals,120,616,573,,139,20,3,13,25,0,10,130,4,4,,,204,64,.243,.284,.356,.640,.290
2022,8,Philadelphia Phillies,143,625,570,,136,17,3,23,45,0,6,127,2,2,,,228,82,.239,.300,.400,.700,.268
2022,8,Los Angeles Dodgers,119,641,570,,136,32,5,19,60,2,6,180,1,4,,,235,73,.239,.316,.412,.728,.312
2022,8,Texas Rangers,140,619,564,,134,18,0,13,44,1,6,154,3,2,,,191,61,.238,.299,.339,.638,.303
2022,8,Seattle Mariners,136,625,539,,126,32,2,21,76,4,6,170,1,3,,,225,62,.234,.333,.417,.750,.299
2022,8,San Francisco Giants,137,629,564,,128,27,1,13,47,1,10,170,0,8,,,196,71,.227,.294,.348,.642,.296
2022,8,Detroit Tigers,116,599,553,,125,24,1,10,38,1,4,142,3,1,,,181,51,.226,.280,.327,.607,.286
2022,8,Milwaukee Brewers,158,626,556,,125,27,1,10,49,1,16,137,2,3,,,184,58,.225,.304,.331,.635,.279
2022,8,Miami Marlins,146,603,546,,122,20,2,13,50,1,4,128,0,3,,,185,53,.223,.292,.339,.631,.267
2022,8,Arizona Diamondbacks,109,608,558,,123,24,1,16,36,0,1,135,2,11,,,197,64,.220,.264,.353,.617,.256
2022,8,Chicago Cubs,112,629,562,,123,24,3,14,54,0,8,162,3,2,,,195,66,.219,.296,.347,.643,.281
2022,8,Cleveland Guardians,114,635,562,,123,18,3,11,48,2,10,142,8,7,,,180,59,.219,.289,.320,.609,.269
2022,8,St. Louis Cardinals,138,631,579,,126,23,3,14,41,0,10,129,0,1,,,197,52,.218,.281,.340,.621,.256
2022,8,Houston Astros,117,626,576,,125,20,4,13,41,1,6,180,0,3,,,192,52,.217,.275,.333,.608,.290
2022,8,Minnesota Twins,142,625,567,,120,29,2,14,46,1,6,162,2,4,,,195,61,.212,.276,.344,.620,.268
2022,8,Oakland Athletics,133,596,552,,116,16,1,12,32,0,6,159,3,3,,,170,47,.210,.260,.308,.568,.271
2022,8,Los Angeles Angels,108,609,558,,114,17,5,9,38,1,8,172,4,1,,,168,38,.204,.264,.301,.565,.278
2022,8,Boston Red Sox,111,627,563,,114,23,2,9,51,0,5,137,1,6,,,168,66,.202,.272,.298,.570,.248
2022,8,Tampa Bay Rays,139,612,555,,110,29,1,20,45,1,9,181,0,2,,,201,59,.198,.268,.362,.630,.253
2022,8,Baltimore Orioles,110,621,542,,104,27,4,10,53,1,16,164,4,5,,,169,55,.192,.281,.312,.593,.252
2022,8,Pittsburgh Pirates,134,605,555,,104,19,3,14,38,0,3,168,6,3,,,171,50,.187,.242,.308,.550,.239
2022,9,Atlanta Braves,144,602,554,,149,26,3,26,38,0,6,170,0,4,,,259,96,.269,.321,.468,.789,.340
2022,9,Philadelphia Phillies,143,599,545,,144,26,4,16,43,0,3,146,3,5,,,226,80,.264,.319,.415,.734,.330
2022,9,Chicago White Sox,145,609,561,,148,32,3,11,25,0,10,154,7,6,,,219,59,.264,.304,.390,.694,.341
2022,9,Los Angeles Dodgers,119,621,546,,142,26,5,23,63,0,3,142,2,7,,,247,90,.260,.336,.452,.788,.307
2022,9,Washington Nationals,120,593,546,,136,17,4,8,28,0,7,130,9,3,,,185,46,.249,.293,.339,.632,.311
2022,9,Colorado Rockies,115,610,551,,135,26,4,11,46,0,4,152,3,6,,,202,67,.245,.305,.367,.672,.315
2022,9,Milwaukee Brewers,158,609,543,,130,17,3,21,50,0,8,171,4,4,,,216,65,.239,.311,.398,.709,.307
2022,9,Chicago Cubs,112,593,541,,128,14,5,19,40,1,6,157,6,0,,,209,72,.237,.296,.386,.682,.299
2022,9,Miami Marlins,146,584,533,,126,18,2,16,38,0,9,151,2,2,,,196,60,.236,.297,.368,.665,.299
2022,9,Texas Rangers,140,595,539,,127,17,0,11,43,0,4,161,5,4,,,177,47,.236,.295,.328,.623,.313
2022,9,Seattle Mariners,136,603,526,,122,23,2,20,59,0,9,163,3,5,,,209,74,.232,.317,.397,.714,.293
2022,9,Kansas City Royals,118,594,539,,125,22,4,4,38,0,6,117,9,2,,,167,39,.232,.289,.310,.599,.288
2022,9,San Francisco Giants,137,609,549,,127,21,1,21,48,0,7,164,1,4,,,213,76,.231,.299,.388,.687,.288
2022,9,Boston Red Sox,111,608,549,,127,33,0,11,38,0,10,163,6,5,,,193,60,.231,.291,.352,.643,.305
2022,9,San Diego Padres,135,612,555,,128,22,2,11,38,0,9,146,5,5,,,187,62,.231,.288,.337,.625,.290
2022,9,Detroit Tigers,116,587,531,,122,20,4,9,45,1,2,174,3,6,,,177,52,.230,.289,.333,.622,.319
2022,9,Toronto Blue Jays,141,611,541,,121,32,2,12,54,0,9,151,2,5,,,193,59,.224,.302,.357,.659,.285
2022,9,St. Louis Cardinals,138,609,537,,119,24,4,14,56,1,9,117,3,4,,,193,55,.222,.304,.359,.663,.256
2022,9,Cleveland Guardians,114,609,550,,121,19,2,3,43,0,5,105,7,4,,,153,45,.220,.281,.278,.559,.265
2022,9,Baltimore Orioles,110,603,554,,118,24,7,13,38,0,5,174,2,3,,,195,60,.213,.268,.352,.620,.284
2022,9,New York Yankees,147,617,550,,116,23,2,17,51,1,8,148,4,4,,,194,60,.211,.285,.353,.638,.254
2022,9,Pittsburgh Pirates,134,584,528,,111,20,0,9,35,0,11,139,8,2,,,158,40,.210,.273,.299,.572,.267
2022,9,New York Mets,121,614,557,,117,27,0,6,35,0,4,143,15,3,,,162,55,.210,.260,.291,.551,.270
2022,9,Arizona Diamondbacks,109,591,513,,107,16,2,6,53,0,6,139,17,2,,,145,50,.209,.289,.283,.572,.273
2022,9,Tampa Bay Rays,139,589,533,,111,18,3,9,42,0,5,174,5,4,,,162,44,.208,.271,.304,.575,.288
2022,9,Minnesota Twins,142,608,543,,113,19,1,10,52,0,4,165,7,1,,,164,43,.208,.282,.302,.584,.279
2022,9,Cincinnati Reds,113,589,541,,107,18,2,14,34,1,5,171,7,2,,,171,50,.198,.251,.316,.567,.260
2022,9,Los Angeles Angels,108,592,533,,104,13,4,14,35,0,8,169,10,6,,,167,49,.195,.253,.313,.566,.253
2022,9,Houston Astros,117,602,548,,104,20,0,20,37,0,7,178,6,4,,,184,66,.190,.248,.336,.584,.237
2022,9,Oakland Athletics,133,572,521,,97,20,0,3,37,0,2,132,10,2,,,126,32,.186,.242,.242,.484,.242
2023,1,Atlanta Braves,144,767,675,,225,39,4,42,80,3,9,91,0,3,,,398,108,.333,.409,.590,.999,.336
2023,1,Tampa Bay Rays,139,756,668,,213,44,1,25,74,0,12,124,0,2,,,334,98,.319,.396,.500,.896,.361
2023,1,Miami Marlins,146,737,672,,213,27,2,21,51,7,5,124,2,7,,,307,84,.317,.366,.457,.823,.360
2023,1,Los Angeles Dodgers,119,779,659,,196,41,2,43,106,3,8,132,0,6,,,370,119,.297,.398,.561,.959,.312
2023,1,Milwaukee Brewers,158,742,660,,190,43,1,23,78,5,3,161,0,1,,,304,89,.288,.365,.461,.826,.350
2023,1,Texas Rangers,140,766,682,,193,41,4,32,73,1,5,111,0,5,,,338,105,.283,.354,.496,.850,.296
2023,1,Houston Astros,117,769,701,,196,36,5,22,56,0,8,139,1,3,,,308,82,.280,.339,.439,.778,.320
2023,1,Boston Red Sox,111,759,693,,193,56,7,17,53,0,8,139,0,4,,,314,70,.278,.335,.453,.788,.325
2023,1,Washington Nationals,120,742,671,,186,38,4,26,53,2,9,146,2,7,,,310,83,.277,.335,.462,.797,.316
2023,1,New York Mets,121,743,646,,177,31,6,27,80,0,12,155,1,4,,,301,75,.274,.363,.466,.829,.321
2023,1,San Diego Padres,135,754,661,,181,29,2,27,78,0,5,140,4,6,,,295,77,.274,.352,.446,.798,.308
2023,1,Arizona Diamondbacks,109,745,659,,178,34,11,12,62,1,10,117,7,5,,,270,71,.270,.340,.410,.750,.310
2023,1,St. Louis Cardinals,138,763,687,,185,37,4,21,58,0,11,140,3,4,,,293,71,.269,.334,.426,.760,.309
2023,1,Chicago White Sox,145,738,685,,184,34,2,6,46,3,3,162,2,2,,,240,54,.269,.317,.350,.667,.343
2023,1,Seattle Mariners,136,764,665,,178,42,1,28,87,2,8,172,2,2,,,306,88,.268,.358,.460,.818,.321
2023,1,Cleveland Guardians,114,749,667,,178,39,6,6,70,2,5,79,1,6,,,247,59,.267,.338,.370,.708,.293
2023,1,Los Angeles Angels,108,747,676,,179,39,5,24,56,1,11,155,0,4,,,300,76,.265,.329,.444,.773,.309
2023,1,Chicago Cubs,112,764,684,,180,31,3,22,67,1,6,132,1,6,,,283,94,.263,.332,.414,.746,.295
2023,1,San Francisco Giants,137,743,640,,168,36,2,25,88,2,13,157,0,2,,,283,65,.263,.362,.442,.804,.311
2023,1,Baltimore Orioles,110,751,668,,173,39,7,22,71,1,5,153,2,5,,,292,98,.259,.332,.437,.769,.303
2023,1,Cincinnati Reds,113,759,660,,170,37,1,20,74,3,15,156,2,8,,,269,73,.258,.342,.408,.750,.305
2023,1,Toronto Blue Jays,141,758,694,,178,24,1,23,55,0,6,131,1,1,,,273,78,.256,.316,.393,.709,.287
2023,1,Kansas City Royals,118,732,664,,162,28,6,15,54,0,4,186,1,9,,,247,70,.244,.301,.372,.673,.311
2023,1,Colorado Rockies,115,744,657,,159,34,6,17,65,0,14,132,0,7,,,256,69,.242,.320,.390,.710,.276
2023,1,Oakland Athletics,133,738,660,,155,29,3,9,45,1,16,146,7,3,,,217,58,.235,.298,.329,.627,.287
2023,1,Minnesota Twins,142,758,644,,149,32,0,24,94,3,12,210,1,7,,,253,70,.231,.337,.393,.730,.300
2023,1,New York Yankees,147,726,644,,146,22,5,21,71,0,5,158,0,6,,,241,65,.227,.306,.374,.680,.265
2023,1,Pittsburgh Pirates,134,743,655,,148,37,4,19,74,0,6,151,2,6,,,250,57,.226,.308,.382,.690,.263
2023,1,Philadelphia Phillies,143,763,654,,147,24,3,37,101,5,3,203,0,5,,,288,93,.225,.329,.440,.769,.263
2023,1,Detroit Tigers,116,741,667,,146,24,7,9,64,1,4,170,3,3,,,211,38,.219,.290,.316,.606,.279
2023,2,Los Angeles Dodgers,119,760,664,,219,60,2,32,74,12,17,129,0,5,,,379,111,.330,.408,.571,.979,.368
2023,2,Texas Rangers,140,754,666,,200,49,0,37,69,9,9,145,2,8,,,360,118,.300,.370,.541,.911,.331
2023,2,Tampa Bay Rays,139,741,652,,190,35,6,31,72,4,9,137,1,7,,,330,91,.291,.366,.506,.872,.324
2023,2,Baltimore Orioles,110,740,646,,187,36,1,27,88,7,2,136,0,4,,,306,91,.289,.374,.474,.848,.329
2023,2,Toronto Blue Jays,141,740,682,,196,34,3,28,51,1,4,153,0,2,,,320,85,.287,.340,.469,.809,.334
